signal_power,margin_factor,peak_value,std_dev,rms,Unnamed: 0,shape_factor,variance,dfa,crest_factor,peak_to_peak,range,quantile_25,mean_crossing_rate,autocorrelation_lag1,mad,zero_crossing_rate,signal_energy,fault,skewness,iqr,mean,Source_File,quantile_50,impulse_factor,approximate_entropy,quantile_75,kurtosis,clearance_factor
0.0045685091684755,0.5182341650671785,0.2253046153846153,0.0664190010802483,0.0675907476543616,0,1.240411535656553,0.004411483704498,0.9173012722833436,3.3333647459672164,0.4347544615384615,0.4347544615384615,-0.033222,0.20556640625,0.8292602021055375,0.0463126153846153,0.19921875,9.35630677703801,Normal_3,-0.0759244135731237,0.0922601538461538,0.0125309801682692,Normal_3.csv,0.0141858461538461,4.134744083448611,"(array([2.33421456, 1.71238587, 1.31510036]), array([ 0.        , -2.33421456, -4.04660043, -5.36170079]))",0.0590381538461538,-0.1056047844897607,4.840699244764227
0.0043557723773187,0.5304087736789632,0.2219667692307692,0.0647144334772355,0.0659982755632205,1,1.237087628509844,0.0041879579002795,0.9018581144110864,3.3632207407926096,0.4184824615384614,0.4184824615384614,-0.0307186153846153,0.22314453125,0.8167421986524767,0.0442264615384615,0.20849609375,8.920621828748875,Normal_3,-0.1292700982389086,0.0885572307692307,0.0129543227163461,Normal_3.csv,0.015228923076923,4.160598770382251,"(array([2.31970623, 1.72626108, 1.30719616]), array([ 0.        , -2.31970623, -4.04596731, -5.35316347]))",0.0578386153846153,-0.163993083969407,4.869167711065
0.00419646214231,0.479498861047836,0.1756541538461538,0.0633870409017554,0.0647801060689938,2,1.2453972181629251,0.0040179169542808,0.8924849622281306,2.7115447087887428,0.3663286153846153,0.3663286153846153,-0.0296233846153846,0.21826171875,0.8130481750226926,0.0425575384615384,0.21875,8.594354467451076,Normal_3,-0.1209650696382769,0.0849064615384615,0.0133620802283653,Normal_3.csv,0.0150203076923076,3.3769502372498987,"(array([2.33172836, 1.74617732, 1.32678869]), array([ 0.        , -2.33172836, -4.07790568, -5.40469438]))",0.0552830769230769,-0.1521007680572634,3.978601486929587
0.0039600927017607,0.4639615589962627,0.1812867692307692,0.0619531685916317,0.0629292674497385,3,1.2373190176093471,0.0038381950985431,0.8780101573924025,2.880802154189424,0.3907366153846153,0.3907366153846153,-0.0319181538461538,0.2138671875,0.8035042348660211,0.0415144615384615,0.2060546875,8.110269853205963,Normal_3,-0.1293449407155636,0.0836547692307692,0.0110407247596153,Normal_3.csv,0.0148116923076923,3.564471291348549,"(array([2.32606871, 1.76444681, 1.31327105]), array([ 0.        , -2.32606871, -4.09051552, -5.40378656]))",0.0517366153846153,-0.1364584161061226,4.172125978086172
0.004471867216283,0.5112388917929953,0.2040258461538461,0.0658370142362395,0.066872021176895,4,1.2521336773045704,0.0043345124435428,0.8643195363359194,3.0509896749515195,0.3990812307692307,0.3990812307692307,-0.032544,0.2119140625,0.8170620006604207,0.0445393846153846,0.2158203125,9.158384058947789,Normal_3,-0.1168739900711359,0.0895481538461538,0.0117198452524038,Normal_3.csv,0.0134556923076923,3.8202469211153214,"(array([2.32342582, 1.73359851, 1.29108799]), array([ 0.        , -2.32342582, -4.05702433, -5.34811232]))",0.0570041538461538,-0.0819709919123101,4.521659689986198
0.0045909958591464,0.5463529411764705,0.2422024615384615,0.0667635819526315,0.0677568879092483,5,1.2621423088592925,0.0044573758751457,0.9121644744024728,3.57458066643882,0.4433076923076923,0.4433076923076923,-0.0309793846153846,0.19873046875,0.8264021954006193,0.0438092307692307,0.2109375,9.40235951953193,Normal_3,-0.0254499736362414,0.0864710769230769,0.0115594110576923,Normal_3.csv,0.0104307692307692,4.51162949554288,"(array([2.32336544, 1.70865981, 1.29674238]), array([ 0.        , -2.32336544, -4.03202525, -5.32876763]))",0.0554916923076923,0.082613121584401,5.36721963465136
0.0044644750419591,0.5138678769541098,0.2125790769230769,0.0657718651441015,0.0668167272616605,6,1.2517095116772703,0.0043259382445338,0.8942618960308628,3.181524831208767,0.4136843076923077,0.4136843076923077,-0.0315530769230769,0.2041015625,0.8210587458365399,0.0440178461538461,0.212890625,9.143244885932308,Normal_3,-0.0881577123957518,0.0876706153846153,0.0117701655649038,Normal_3.csv,0.0114738461538461,3.982344892861436,"(array([2.32428119, 1.72682505, 1.29753314]), array([ 0.        , -2.32428119, -4.05110624, -5.34863938]))",0.0561175384615384,-0.0313620522733142,4.710266974418588
0.0040643464064378,0.5615789473684211,0.2225926153846154,0.0623647574542667,0.0637522266782727,7,1.244066660653487,0.0038893629723295,0.9019280585424576,3.4915269157253883,0.3963692307692307,0.3963692307692307,-0.0279544615384615,0.2060546875,0.8093542213754872,0.0415144615384615,0.21484375,8.323781440384757,Normal_3,-0.0868074780099648,0.0826116923076923,0.0132281304086538,Normal_3.csv,0.015228923076923,4.343692230628252,"(array([2.33699944, 1.76299913, 1.34762445]), array([ 0.        , -2.33699944, -4.09999857, -5.44762301]))",0.0546572307692307,-0.1306651233867057,5.109775816502161
0.0041844119487037,0.5497166409067491,0.2225926153846154,0.0632018826141165,0.0646870307612258,8,1.2384541180794226,0.0039944779659685,0.8656081721664511,3.44107022327635,0.4049224615384615,0.4049224615384615,-0.0273807692307692,0.21337890625,0.8039837562019881,0.0421403076923077,0.21484375,8.569675670945326,Normal_3,-0.1433621866495126,0.0841241538461538,0.0137816538461538,Normal_3.csv,0.016272,4.261607588617075,"(array([2.33129083, 1.77081911, 1.31977524]), array([ 0.        , -2.33129083, -4.10210994, -5.42188517]))",0.0567433846153846,-0.1659868738224768,5.006350076907355
0.0042847679869648,0.5814777327935222,0.2396990769230769,0.0639373918925391,0.0654581391957093,9,1.245164928350719,0.0040879900820201,0.8711619341489703,3.661868178171319,0.412224,0.412224,-0.0277458461538461,0.21435546875,0.8119518087016948,0.0429747692307692,0.20166015625,8.775204837304047,Normal_3,-0.0890267372785788,0.086418923076923,0.0140277548076923,Normal_3.csv,0.0160633846153846,4.559629827702468,"(array([2.3244178 , 1.74519231, 1.31083153]), array([ 0.        , -2.3244178 , -4.06961011, -5.38044164]))",0.0586730769230769,-0.0347730455068728,5.359577925518638
0.0048253464471285,0.5237059591126577,0.251172923076923,0.06793556810256,0.0694647136834847,10,1.2426589961408434,0.0046152414134175,0.914985355519056,3.6158347131666,0.4796067692307691,0.4796067692307691,-0.0288410769230769,0.201171875,0.8320872638268594,0.0453738461538461,0.19677734375,9.882309523719195,Normal_3,-0.117635818507035,0.0906433846153846,0.0144950003004807,Normal_3.csv,0.0171064615384615,4.493249534874821,"(array([2.32348123, 1.69476628, 1.30387349]), array([ 0.        , -2.32348123, -4.01824752, -5.322121  ]))",0.0618023076923076,0.0004905627185478,5.265428244268748
